AtcoCode,TiplocCode,CrsCode,StationName,StationNameLang,GridType,Easting,Northing,CreationDateTime,ModificationDateTime,RevisionNumber,Modification,Latitude,Longitude
9100BARGOED,BARGOED,BGD,Bargoed Rail Station,"",U,315100,200000,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,51.6923106201, -3.2296893004
9100BRITHDR,BRITHDR,BHD,Brithdir Rail Station,"",U,315200,202000,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,51.7103040613, -3.2287299229
9100WHCH,WHCH,WHT,Whitchurch (Cardiff) Rail Station,"",U,315225,180913,2003-11-04T00:00:00,2011-03-24T17:35:58,3,rev,51.5207503854, -3.2232604275
9100GLFCHFR,GLFCHFR,GFF,Gilfach Fargoed Rail Station,"",U,315300,199100,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,51.6842505424, -3.2265776505
9100DINASP,DINASP,DNS,Dinas Powys Rail Station,"",U,315400,171000,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,51.4316627486, -3.2183612689
9100HENGOED,HENGOED,HNG,Hengoed Rail Station,"",U,315400,195000,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,51.6474099206, -3.2241373274
9100GRGMASJ,GRGMASJ,GGJ,Georgemas Junction Rail Station,"",U,315500,959300,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,58.5136083248, -3.4521277157
9100CRPHLY,CRPHLY,CPH,Caerphilly Rail Station,"",U,315650,186560,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,51.5715771276, -3.2184921838
9100RHIWBNA,RHIWBNA,RHI,Rhiwbina Rail Station,"",U,315870,180950,2005-03-18T00:00:00,2006-09-18T18:24:34,1,rev,51.5211795118, -3.2139748912
9100EASTBRK,EASTBRK,EBK,Eastbrook Rail Station,"",U,316260,171650,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,51.4376339068, -3.206146908
9100BSPSLYD,BSPSLYD,BIB,Bishop's Lydeard,"",U,316388,129039,2007-11-07T00:00:00,2010-10-13T15:31:21,1,rev,51.0545801757, -3.194339982
9100HONITON,HONITON,HON,Honiton Rail Station,"",U,316460,100340,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,50.7965702123, -3.1867284121
9100CWDNBTH,CWDNBTH,COW,Cowdenbeath Rail Station,"",U,316570,691850,2003-11-04T00:00:00,2006-09-18T18:24:34,2,rev,56.112083991, -3.3431844925
9100NINIANP,NINIANP,NNP,Ninian Park Rail Station,"",U,316640,175980,2005-04-04T00:00:00,2011-03-24T17:35:58,2,rev,51.4766151237, -3.2017026277
9100BCHGRV,BCHGRV,BCG,Birchgrove Rail Station,"",U,316711,180978,2003-11-04T00:00:00,2009-11-12T15:42:53,2,rev,51.5215559616, -3.2018626211
9100TYGLAS,TYGLAS,TGS,Ty Glas Rail Station,"",U,317080,180970,2005-04-04T00:00:00,2006-09-18T18:24:34,1,rev,51.5215383785, -3.1965433402
9100EBWVTN,EBWVTN,EBB,Ebbw Vale Town Rail Station,"",U,317128,209353,2015-01-16T15:12:00,2015-01-16T15:12:00,1,rev,51.7766906034, -3.2025853559
9100MLLM,MLLM,MLM,Millom Rail Station,"",U,317200,480200,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,54.2108302797, -3.2710839419
9100LLBSTRD,LLBSTRD,LLT,Llanbister Road Rail Station,"",U,317420,271620,2005-04-04T00:00:00,2006-09-18T18:24:34,1,rev,52.3364359032, -3.2134226095
9100GNTN,GNTN,GTN,Grangetown (Cardiff) Rail Station,"",U,317455,174965,2003-11-04T00:00:00,2011-03-24T17:35:58,3,rev,51.4676101723, -3.1897328323
9100COGAN,COGAN,CGN,Cogan Rail Station,"",U,317460,172560,2005-04-04T00:00:00,2006-09-18T18:24:34,1,rev,51.4459907902, -3.189098989
9100EBWVPWY,EBWVPWY,EBV,Ebbw Vale Parkway Rail Station,"",U,317539,207172,2008-01-11T09:13:42,2008-01-11T09:13:42,0,new,51.7571458261, -3.1961117844
9100EDINGWY,EDINGWY,EGY,Edinburgh Gateway Rail Station,"",U,317632,672775,2016-09-24T00:00:00,2016-09-24T00:00:00,0,new,55.940932789, -3.3202500314
9100CURRIEH,CURRIEH,CUH,Curriehill Rail Station,"",U,317640,668280,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,55.9005593257, -3.3187497327
9100LTHH,LTHH,LVT,Lisvane & Thornhill Rail Station,"",U,317880,183520,2005-04-04T00:00:00,2006-09-18T18:24:34,1,rev,51.5445785441, -3.1856117371
9100DGLROAD,DGLROAD,DGL,Dingle Road Rail Station,"",U,318040,171890,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,51.4400518803, -3.1805995641
9100HEATHLL,HEATHLL,HLL,Heath Low Level Rail Station,"",U,318080,180300,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,51.5156612205, -3.1819768215
9100LLISHEN,LLISHEN,LLS,Llanishen Rail Station,"",U,318110,182200,2005-04-04T00:00:00,2006-09-18T18:24:34,1,rev,51.532745927, -3.1819878738
9100HEATHHL,HEATHHL,HHL,Heath High Level Rail Station,"",U,318111,180385,2003-11-04T00:00:00,2011-03-24T17:35:58,2,rev,51.5164298424, -3.181549994
9100CRDFCEN,CRDFCEN,CDF,Cardiff Central Rail Station,"",U,318194,175889,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,51.4760241554, -3.1793104707
9100CATHAYS,CATHAYS,CYS,Cathays Rail Station,"",U,318260,177320,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,51.4888980023, -3.178691896
9100EDINPRK,EDINPRK,EDP,Edinburgh Park Rail Station,"",U,318390,671270,2005-02-18T00:00:00,2006-09-18T18:24:34,1,rev,55.9275440803, -3.3076630256
9100PENARTH,PENARTH,PEN,Penarth Rail Station,"",U,318460,171420,2005-03-17T00:00:00,2006-09-18T18:24:34,1,rev,51.4358873168, -3.1744496863
9100LCHGLLY,LCHGLLY,LCG,Lochgelly Rail Station,"",U,318500,694400,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,56.1353217097, -3.312938865
9100CARDFQS,CARDFQS,CDQ,Cardiff Queen Street Rail Station,"",U,318838,176539,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,51.4819604384, -3.1701891748
9100STHGYLE,STHGYLE,SGL,South Gyle Rail Station,"",U,318920,672240,2005-04-04T00:00:00,2006-09-18T18:24:34,1,rev,55.9363467134, -3.2994753799
9100GREENRD,GREENRD,GNR,Green Road Rail Station,"",U,318930,483920,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,54.2445321604, -3.2455716728
9100CARDFBR,CARDFBR,CDB,Cardiff Bay Rail Station,"",U,319074,174883,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,51.4671073886, -3.1664118035
9100ABDO,ABDO,AUR,Aberdour Rail Station,"",U,319100,685400,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,56.0545845646, -3.3005596025
9100ANNAN,ANNAN,ANN,Annan Rail Station,"",U,319300,566200,2003-11-04T00:00:00,2006-09-18T18:24:34,2,rev,54.9838392542, -3.2625828964
9100WHAILES,WHAILES,WTA,Wester Hailes Rail Station,"",U,319820,669770,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,55.9143114673, -3.2843381703
9100BAROW,BAROW,BIF,Barrow-in-Furness Rail Station,"",U,319955,469932,2003-11-04T00:00:00,2006-09-18T18:24:34,2,rev,54.1190066162, -3.2261172119
9100FOXFILD,FOXFILD,FOX,Foxfield Rail Station,"",U,320880,485460,2003-11-04T00:00:00,2011-03-07T15:31:51,2,rev,54.2586748544, -3.216062854
9100LLGUNLO,LLGUNLO,LGO,Llangynllo Rail Station,"",U,320990,273030,2005-03-18T00:00:00,2006-09-18T18:24:34,1,rev,52.3496362697, -3.1613704736
9100KNGW,KNGW,KGE,Kingsknowe Rail Station,"",U,321040,670248,2003-11-04T00:00:00,2010-07-12T15:26:05,2,rev,55.9188071296, -3.2649651648
9100NBRWGE,NBRWGE,NBE,Newbridge Rail Station,"",U,321053,196956,2008-01-11T09:15:43,2008-01-11T09:15:43,0,new,51.665815285, -3.1428939856
9100WKIRBY,WKIRBY,WKI,West Kirby Rail Station,"",U,321340,386910,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,53.3731876944, -3.1837707177
9100ASKAM,ASKAM,ASK,Askam Rail Station,"",U,321500,477688,2003-11-04T00:00:00,2011-03-07T15:31:51,2,rev,54.1889365481, -3.2045108901
9100LLHLETH,LLHLETH,LTH,Llanhilleth Rail Station,"",U,321645,200783,2008-01-11T09:15:04,2008-01-11T09:15:04,0,new,51.7003015567, -3.1351956439
9100CDND,CDND,CDD,Cardenden Rail Station,"",U,321700,695000,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,56.1412469307, -3.2616419946
9100HOYLAKE,HOYLAKE,HYK,Hoylake Rail Station,"",U,321700,388800,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,53.3902262538, -3.1788295823
9100ELGIN,ELGIN,ELG,Elgin Rail Station,"",U,321823,862199,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,57.6428926912, -3.3112425277
9100ROOSE,ROOSE,ROO,Roose Rail Station,"",U,322010,469470,2005-04-04T00:00:00,2006-09-18T18:24:34,1,rev,54.115171803, -3.1945656127
9100CRSKEYS,CRSKEYS,CKY,Crosskeys Rail Station,"",U,322132,191943,2008-01-11T09:16:43,2008-01-11T09:16:43,0,new,51.6209031401, -3.1261795275
9100MNRD,MNRD,MNR,Manor Road Rail Station,"",U,322200,389300,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,53.394793603, -3.1714362959
9100SLATEFD,SLATEFD,SLA,Slateford Rail Station,"",U,322400,671100,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,55.9266820904, -3.2434555997
9100KRKBYIF,KRKBYIF,KBF,Kirkby-in-Furness Rail Station,"",U,322700,482540,2003-11-04T00:00:00,2011-03-07T15:31:51,2,rev,54.2327161445, -3.1873760397
9100TAUNTON,TAUNTON,TAU,Taunton Rail Station,"",U,322755,125460,2003-11-04T00:00:00,2010-07-26T14:38:49,2,rev,51.0232957201, -3.1027501001
9100WELSHPL,WELSHPL,WLP,Welshpool Rail Station,"",U,322995,307251,2003-11-04T00:00:00,2007-02-13T17:06:21,3,rev,52.6575072859, -3.1398692323
9100DALTON,DALTON,DLT,Dalton Rail Station,"",U,323100,473800,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,54.1542436887, -3.1790013184
9100BISLND,BISLND,BTS,Burntisland Rail Station,"",U,323300,685600,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,56.0570735491, -3.233198596
9100MELS,MELS,MEO,Meols Rail Station,"",U,323350,389800,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,53.3994554549, -3.1542676173
9100HAYMRKT,HAYMRKT,HYM,Haymarket Rail Station,"",U,324000,673200,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,55.9458020856, -3.2184499798
9100RISCA,RISCA,RCA,Risca & Pontymister Rail Station,"",U,324458,190233,2008-01-11T09:16:02,2008-01-11T09:16:02,0,new,51.6058480469, -3.0922175896
9100FLINT,FLINT,FLN,Flint Rail Station,"",U,324500,373100,2003-11-04T00:00:00,2007-02-13T17:06:21,3,rev,53.2495386637, -3.1329931372
9100WIGTON,WIGTON,WGT,Wigton Rail Station,"",U,325300,548875,2003-11-04T00:00:00,2011-03-07T15:31:51,4,rev,54.8291221455, -3.1643456818
9100KNUCKLS,KNUCKLS,KNU,Knucklas Rail Station,"",U,325400,274100,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,52.3598728116, -3.0968778892
9100EDINBUR,EDINBUR,EDB,Edinburgh Rail Station,"",U,325900,673900,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,55.9523865322, -3.1882291087
9100MOTO,MOTO,MRT,Moreton (Merseyside) Rail Station,"",U,326074,390621,2003-11-04T00:00:00,2008-11-12T18:05:25,2,rev,53.4072225806, -3.1134999967
9100ROGRSTN,ROGRSTN,ROR,Rogerstone Rail Station,"",U,326214,189069,2008-01-11T09:16:26,2008-01-11T09:16:26,0,new,51.595617413, -3.0666186229
9100KGHN,KGHN,KGH,Kinghorn Rail Station,"",U,327000,686900,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,56.0693308155, -3.1741555055
9100LEASOWE,LEASOWE,LSW,Leasowe Rail Station,"",U,327000,390700,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,53.4080616471, -3.0995918732
9100KCLD,KCLD,KDY,Kirkcaldy Rail Station,"",U,327524,691647,2003-11-04T00:00:00,2010-12-23T15:03:19,2,rev,56.1120505901, -3.1670300049
9100PYECRNR,PYECRNR ,PYE,Pye Corner Rail Station,"",U,327951,187471,2017-07-25T00:00:00,2017-07-25T00:00:00,0,new,51.581475726, -3.0412190166
9100UPTON,UPTON,UPT,Upton Rail Station,"",U,327990,388286,2003-11-04T00:00:00,2008-11-17T19:06:08,2,rev,53.3865027098, -3.0841516558
9100BDSTON,BDSTON,BID,Bidston Rail Station,"",U,328400,390800,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,53.4091524654, -3.0785590277
9100ULVRSTN,ULVRSTN,ULV,Ulverston Rail Station,"",U,328460,477870,2005-03-18T00:00:00,2007-02-13T17:06:21,3,rev,54.1915918364, -3.0979152379
9100CHIRK,CHIRK,CRK,Chirk Rail Station,"",U,328470,337830,2005-04-04T00:00:00,2006-09-18T18:24:34,2,rev,52.9330999763, -3.0656421264
9100HESWALL,HESWALL,HSW,Heswall Rail Station,"",U,328590,381960,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,53.329731232, -3.073702346
9100WALAGRD,WALAGRD,WLG,Wallasey Grove Road Rail Station,"",U,329020,392890,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,53.4280187313, -3.069705311
9100WALASYV,WALASYV,WLV,Wallasey Village Rail Station,"",U,329050,392320,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,53.4229003142, -3.0691254064
9100KNIGHTN,KNIGHTN,KNI,Knighton Rail Station,"",U,329100,272400,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,52.3450836187, -3.0421947541
9100FRSHFLD,FRSHFLD,FRE,Freshfield Rail Station,"",U,329110,408250,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,53.5660676569, -3.0718271848
9100GLNRTHS,GLNRTHS,GLT,Glenrothes with Thornton Rail Station,"",U,329110,697220,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,56.1623481523, -3.1430172976
9100FORMBY,FORMBY,FBY,Formby Rail Station,"",U,329150,406850,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,53.5534917106, -3.0709054604
9100NESTON,NESTON,NES,Neston Rail Station,"",U,329235,377737,2005-04-04T00:00:00,2011-03-24T17:35:58,2,rev,53.2918652932, -3.0630755474
9100AXMNSTR,AXMNSTR,AXM,Axminster Rail Station,"",U,329260,98225,2003-11-04T00:00:00,2010-10-06T16:42:54,2,rev,50.7792590196, -3.0047301649
9100BCKY,BCKY,BCK,Buckley Rail Station,"",U,329500,363400,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,53.1630498684, -3.0559258882
9100PNYF,PNYF,PNF,Penyffordd Rail Station,"",U,329540,361180,2005-03-18T00:00:00,2006-09-18T18:24:34,1,rev,53.1431032633, -3.0548384851
9100BRKNHDN,BRKNHDN,BKN,Birkenhead North Rail Station,"",U,329790,390256,2003-11-04T00:00:00,2008-11-12T18:12:33,2,rev,53.4044504204, -3.057532076
9100CWMBRAN,CWMBRAN,CWM,Cwmbran Rail Station,"",U,329800,195800,2003-11-04T00:00:00,2006-09-18T18:24:34,2,rev,51.6565871606, -3.01621063
9100MKIN,MKIN,MNC,Markinch Rail Station,"",U,329940,701510,2005-03-18T00:00:00,2006-09-18T18:24:34,1,rev,56.201006454, -3.1307887208
9100PONTYPL,PONTYPL,PPL,Pontypool & New Inn Rail Station,"",U,330000,200400,2003-11-04T00:00:00,2007-02-13T17:06:21,3,rev,51.6979651222, -3.0142431288
9100HITN,HITN,HTO,Hightown Rail Station,"",U,330020,403680,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,53.5251206717, -3.0570655927
9100RUABON,RUABON,RUA,Ruabon Rail Station,"",U,330070,343820,2005-03-18T00:00:00,2009-01-13T11:58:01,4,rev,52.9871483927, -3.0431380968
9100GOBOWEN,GOBOWEN,GOB,Gobowen Rail Station,"",U,330320,333400,2003-11-04T00:00:00,2011-09-23T13:20:05,4,rev,52.8935276407, -3.0371715591
9100HALLRD,HALLRD,HLR,Hall Road Rail Station,"",U,330468,400600,2003-11-04T00:00:00,2008-11-17T19:06:08,2,rev,53.4975007979, -3.049624671
9100NBTN,NBTN,NBN,New Brighton Rail Station,"",U,330480,393914,2003-11-04T00:00:00,2008-11-12T18:06:27,2,rev,53.437415844, -3.0479632359
9100ABRGVNY,ABRGVNY,AGV,Abergavenny Rail Station,"",U,330500,213600,2003-11-04T00:00:00,2006-09-18T18:24:34,2,rev,51.8166929204, -3.0096529786
9100LADYBNK,LADYBNK,LDY,Ladybank Rail Station,"",U,330600,709600,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,56.2737723207, -3.1222761516
9100BLCKPB,BLCKPB,BPB,Blackpool Pleasure Beach Rail Station,"",U,330665,432919,2003-11-04T00:00:00,2009-10-16T14:36:13,2,rev,53.7879651191, -3.0538730548
9100HOPC,HOPC,HPE,Hope (Flintshire) Rail Station,"",U,330700,358300,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,53.117371815, -3.03687622
9100SHOTTON,SHOTTON,SHT,Shotton Rail Station,"",U,330750,368890,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,53.2125551564, -3.0384238251
9100NWPTRTG,NWPTRTG,NWP,Newport (S Wales) Rail Station,"",U,330780,188245,2003-11-04T00:00:00,2014-07-11T12:15:40,2,rev,51.5887891555, -3.0005496511
9100BRDGWTR,BRDGWTR,BWT,Bridgwater Rail Station,"",U,330790,136975,2003-11-04T00:00:00,2010-07-26T14:38:35,3,rev,51.1278501854, -2.9904134747
9100SHOTTHL,SHOTTHL,SHT,Shotton High Level Rail Station,"",U,330800,369000,2003-11-04T00:00:00,2007-11-07T16:19:14,1,rev,53.2135502866, -3.0376991296
9100SQUIRES,SQUIRES,SQU,Squires Gate Rail Station,"",U,330883,431734,2005-04-04T00:00:00,2009-10-16T14:37:17,2,rev,53.7773453923, -3.0502988204
9100CAERGWL,CAERGWL,CGW,Caergwrle Rail Station,"",U,330950,357240,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,53.1078775755, -3.0329132338
9100BRKNHDP,BRKNHDP,BKP,Birkenhead Park Rail Station,"",U,331004,389456,2003-11-04T00:00:00,2008-11-12T18:03:22,2,rev,53.3974209727, -3.039100208
9100BLCKS,BLCKS,BPS,Blackpool South Rail Station,"",U,331008,434110,2003-11-04T00:00:00,2009-10-16T14:36:31,2,rev,53.7987134952, -3.0489347667
9100BLCKPLN,BLCKPLN,BPN,Blackpool North Rail Station,"",U,331024,436693,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,53.8219272752, -3.0492707494
9100CEFNYBD,CEFNYBD,CYB,Cefn-y-Bedd Rail Station,"",U,331060,356230,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,53.0988144368, -3.0310532391
9100BLNDLAC,BLNDLAC,BLN,Blundellsands & Crosby Rail Station,"",U,331100,399500,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,53.4876981044, -3.0398576774
9100AINSDAL,AINSDAL,ANS,Ainsdale Rail Station,"",U,331101,412224,2003-11-04T00:00:00,2008-11-17T19:06:08,2,rev,53.6020465522, -3.0426494721
9100HAWARDN,HAWARDN,HWD,Hawarden Rail Station,"",U,331130,365860,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,53.1853727789, -3.0320807812
9100HAWDNBG,HAWDNBG,HWB,Hawarden Bridge Rail Station,"",U,331140,369500,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,53.2180881941, -3.0327167308
9100BRUSTAN,BRUSTAN,BSU,Brunstane Rail Station,"",U,331330,672710,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,55.9425045311, -3.1009897555
9100GWRSYLT,GWRSYLT,GWE,Gwersyllt Rail Station,"",U,331900,353300,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,53.0725888841, -3.0178887352
9100NCRAGHA,NCRAGHA,NEW,Newcraighall Rail Station,"",U,331947,671655,2005-04-04T00:00:00,2006-09-18T18:24:34,1,rev,55.9331154017, -3.0908472906
9100GRETGRN,GRETGRN,GEA,Gretna Green Rail Station,"",U,331960,567905,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,55.0010507027, -3.0652008756
9100WLOO,WLOO,WLO,Waterloo (Merseyside) Rail Station,"",U,332030,398070,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,53.4749677015, -3.0255345128
9100BRKNCPK,BRKNCPK,CNP,Conway Park Rail Station,"",U,332090,388990,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,53.3933739019, -3.0226705989
9100HGHBRDG,HGHBRDG,HIG,Highbridge & Burnham-on-Sea Rail Station,"",U,332200,147000,2003-11-04T00:00:00,2007-02-13T17:06:21,3,rev,51.2181503748, -2.9721630499
9100BRKNHDC,BRKNHDC,BKC,Birkenhead Central Rail Station,"",U,332205,388427,2003-11-04T00:00:00,2008-11-12T18:04:46,3,rev,53.388328806, -3.0208206224
9100STAS,STAS,SAS,St Annes-on-the-Sea Rail Station,"",U,332241,429010,2003-11-04T00:00:00,2009-10-16T14:37:33,4,rev,53.7530450492, -3.0290965047
9100LAYTON,LAYTON,LAY,Layton (Lancs) Rail Station,"",U,332315,438160,2003-11-04T00:00:00,2010-10-13T15:31:21,2,rev,53.8352807966, -3.0299856202
9100HILLSID,HILLSID,HIL,Hillside Rail Station,"",U,332320,414440,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,53.6221202826, -3.0247137204
9100ESKBANK,ESKBANK,EKB,Eskbank Rail Station,"",U,332343,665936,2015-03-31T11:04:00,2015-03-31T11:04:00,1,rev,55.8817963943, -3.0830769228
9100WSMARE,WSMARE,WSM,Weston-super-Mare Rail Station,"",U,332420,161030,2003-11-04T00:00:00,2007-02-13T17:06:21,4,rev,51.3443145157, -2.9716684624
9100GNLN,GNLN,GNL,Green Lane Rail Station,"",U,332490,387860,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,53.3832695481, -3.0164148473
9100SHWFAIR,SHWFAIR,SFI,Shawfair Rail Station,"",U,332682,670176,2015-03-31T11:04:00,2015-03-31T11:04:00,1,rev,55.9199329881, -3.0787162657
9100HAMTSQ,HAMTSQ,BKQ,Birkenhead Hamilton Square Rail Station,"",U,332690,389130,2005-04-04T00:00:00,2006-09-18T18:24:34,1,rev,53.3947090805, -3.013679563
9100ROCKFRY,ROCKFRY,RFY,Rock Ferry Rail Station,"",U,332845,386675,2005-03-18T00:00:00,2009-11-27T15:48:07,3,rev,53.3726649286, -3.0108263238
9100WREXHMG,WREXHMG,WRX,Wrexham General Rail Station,"",U,332900,350800,2003-11-04T00:00:00,2007-02-13T17:06:21,3,rev,53.0502463948, -3.0024435025
9100BKDLE,BKDLE,BDL,Birkdale Rail Station,"",U,333018,415759,2003-11-04T00:00:00,2008-11-12T18:03:59,2,rev,53.6340637332, -3.0144470298
9100MSELBGH,MSELBGH,MUB,Musselburgh Rail Station,"",U,333050,671690,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,55.9335850009, -3.0732054363
9100WREXHMC,WREXHMC,WXC,Wrexham Central Rail Station,"",U,333121,350347,2003-11-04T00:00:00,2007-02-13T17:06:21,3,rev,53.0462026991, -2.9990529112
9100NWTGRNG,NWTGRNG,NEG,Newtongrange Rail Station,"",U,333175,664275,2015-03-31T11:04:00,2015-03-31T11:04:00,1,rev,55.8669914004, -3.0693694316
9100BEBNGTN,BEBNGTN,BEB,Bebington Rail Station,"",U,333300,385000,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,53.3576688627, -3.0036346698
9100SFRTHAL,SFRTHAL,SFL,Seaforth & Litherland Rail Station,"",U,333338,397085,2003-11-04T00:00:00,2008-11-17T19:06:08,2,rev,53.4662829283, -3.0056221352
9100PSLT,PSLT,PSL,Port Sunlight Rail Station,"",U,333660,384060,2005-03-18T00:00:00,2006-09-18T18:24:34,1,rev,53.3492661166, -2.9980290994
9100SOUTHPT,SOUTHPT,SOP,Southport Rail Station,"",U,333832,417135,2003-11-04T00:00:00,2007-02-13T17:06:21,3,rev,53.6465333176, -3.0024325138
9100SPITAL,SPITAL,SPI,Spital Rail Station,"",U,333920,383020,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,53.3399518307, -2.9939065057
9100BOOTLOR,BOOTLOR,BOT,Bootle Oriel Road Rail Station,"",U,333964,394890,2003-11-04T00:00:00,2008-11-12T18:05:43,2,rev,53.4466353518, -2.9957327823
9100BOOTLNS,BOOTLNS,BNW,Bootle New Strand Rail Station,"",U,334040,395642,2003-11-04T00:00:00,2008-11-12T18:05:08,2,rev,53.4534030856, -2.9947465497
9100JAMESST,JAMESST,LVJ,Liverpool James Street Rail Station,"",U,334150,390230,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,53.4047793126, -2.9919576763
9100BRMBRK,BRMBRK,BMR,Bromborough Rake Rail Station,"",U,334200,381900,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,53.3299208626, -2.9894688327
9100SANDH,SANDH,SDL,Sandhills Rail Station,"",U,334220,393030,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,53.4299516422, -2.9914899197
9100MORFLDS,MORFLDS,MRF,Moorfields Rail Station,"",U,334340,390650,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,53.408577563, -2.9891877739
9100MORFNL,MORFNL,MRF,Moorfields Rail Station,"",U,334341,390650,2003-11-04T00:00:00,2007-11-14T16:28:57,2,rev,53.4085776876, -2.9891727334
9100BRMB,BRMB,BOM,Bromborough Rail Station,"",U,334359,381001,2003-11-04T00:00:00,2008-11-12T18:06:45,3,rev,53.321860927, -2.9868952277
9100WMILTON,WMILTON,WNM,Weston Milton Rail Station,"",U,334465,161465,2003-11-04T00:00:00,2009-06-19T14:22:04,2,rev,51.348465771, -2.9423917485
9100BNKHALL,BNKHALL,BAH,Bank Hall Rail Station,"",U,334496,393867,2003-11-04T00:00:00,2008-11-12T18:03:42,2,rev,53.4375081504, -2.9875109807
9100GOREBRG,GOREBRG,GBG,Gorebridge Rail Station,"",U,334560,661279,2015-03-31T11:04:00,2015-03-31T11:04:00,1,rev,55.8402677085, -3.0465190236
9100ANSDELL,ANSDELL,AFV,Ansdell & Fairhaven Rail Station,"",U,334601,427689,2003-11-04T00:00:00,2009-10-16T14:35:59,3,rev,53.7414755302, -2.9930315929
9100ESTHRAK,ESTHRAK,ERA,Eastham Rake Rail Station,"",U,334721,379404,2003-11-04T00:00:00,2009-03-30T16:44:24,3,rev,53.307552763, -2.9811322454
9100KRKDALE,KRKDALE,KKD,Kirkdale Rail Station,"",U,334926,394240,2003-11-04T00:00:00,2008-11-17T19:06:08,2,rev,53.4409136231, -2.9811163636
9100PLTNLFY,PLTNLFY,PFY,Poulton-le-Fylde Rail Station,"",U,334926,439587,2005-03-18T00:00:00,2009-10-16T14:37:02,2,rev,53.8484388445, -2.9906188413
