AtcoCode,TiplocCode,CrsCode,StationName,StationNameLang,GridType,Easting,Northing,CreationDateTime,ModificationDateTime,RevisionNumber,Modification,Latitude,Longitude
9100PENZNCE,PENZNCE,PNZ,Penzance Rail Station,"",U,147588,30599,2003-11-04T00:00:00,2011-09-30T14:47:28,2,rev,50.1216622978, -5.5326194274
9100STIVES,STIVES,SIV,St Ives (Cornwall) Rail Station,"",U,151947,40127,2005-04-04T00:00:00,2011-09-30T14:47:28,4,rev,50.2090340797, -5.4779638071
9100CARBISB,CARBISB,CBB,Carbis Bay Rail Station,"",U,152930,38745,2003-11-04T00:00:00,2011-09-30T14:47:28,5,rev,50.1970388168, -5.4633147211
9100STERTH,STERTH,SER,St Erth Rail Station,"",U,154150,35730,2003-11-04T00:00:00,2007-02-13T17:06:21,3,rev,50.1704799545, -5.4443040887
9100LELANTS,LELANTS,LTS,Lelant Saltings Rail Station,"",U,154430,36640,2003-11-04T00:00:00,2011-09-30T14:47:28,2,rev,50.1787654627, -5.4409776419
9100LELANT,LELANT,LEL,Lelant Rail Station,"",U,154770,37220,2003-11-04T00:00:00,2007-02-13T17:06:21,3,rev,50.1841132154, -5.4365983681
9100HAYLE,HAYLE,HYL,Hayle Rail Station,"",U,155970,37325,2003-11-04T00:00:00,2011-09-30T14:47:28,4,rev,50.1855516133, -5.4198876444
9100CBORNE,CBORNE,CBN,Camborne Rail Station,"",U,164830,39696,2003-11-04T00:00:00,2006-09-18T18:24:34,2,rev,50.210424474, -5.2974601339
9100ARISAIG,ARISAIG,ARG,Arisaig Rail Station,"",U,166400,786700,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,56.9125239651, -5.8390581876
9100MLAIG,MLAIG,MLG,Mallaig Rail Station,"",U,167560,797060,2005-04-04T00:00:00,2006-09-18T18:24:34,1,rev,57.005965587, -5.8295792296
9100MORAR,MORAR,MRR,Morar Rail Station,"",U,167800,793000,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,56.9696962652, -5.8218995718
9100REDRUTH,REDRUTH,RED,Redruth Rail Station,"",U,170040,42009,2003-11-04T00:00:00,2007-02-13T17:06:21,3,rev,50.2332412948, -5.2259636066
9100BEASDAL,BEASDAL,BSL,Beasdale Rail Station,"",U,170900,785000,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,56.8995320852, -5.7637827088
9100KYLELSH,KYLELSH,KYL,Kyle of Lochalsh Rail Station,"",U,176247,827123,2003-11-04T00:00:00,2007-02-13T17:06:21,3,rev,57.2797467149, -5.7138003131
9100LCHALRT,LCHALRT,LCL,Lochailort Rail Station,"",U,176900,782600,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,56.8809423369, -5.6633772414
9100DUIRNSH,DUIRNSH,DRN,Duirinish Rail Station,"",U,177845,831521,2003-11-04T00:00:00,2010-02-25T14:56:21,2,rev,57.319951049, -5.6913048804
9100PRYN,PRYN,PYN,Penryn Rail Station,"",U,177900,34710,2005-04-04T00:00:00,2011-09-30T14:47:28,2,rev,50.1706984329, -5.111654776
9100PERANWL,PERANWL,PRW,Perranwell Rail Station,"",U,178080,39810,2003-11-04T00:00:00,2011-09-30T14:47:28,2,rev,50.2165660708, -5.1121161477
9100PLOCKTN,PLOCKTN,PLK,Plockton Rail Station,"",U,179450,832950,2005-03-17T00:00:00,2006-09-18T18:24:34,1,rev,57.333539976, -5.6659881238
9100PENMERE,PENMERE,PNM,Penmere Rail Station,"",U,179835,32360,2005-04-04T00:00:00,2011-09-30T14:47:28,2,rev,50.1503163602, -5.0832395818
9100FALMTHT,FALMTHT,FMT,Falmouth Town Rail Station,"",U,181130,32085,2003-11-04T00:00:00,2011-09-30T14:47:28,4,rev,50.1483262428, -5.0649815419
9100DUNCRAG,DUNCRAG,DCG,Duncraig Rail Station,"",U,181207,833239,2005-03-17T00:00:00,2010-02-25T14:56:09,2,rev,57.3369773237, -5.6371200748
9100NEWQUAY,NEWQUAY,NQY,Newquay Rail Station,"",U,181590,61770,2003-11-04T00:00:00,2007-02-13T17:06:21,2,rev,50.415084133, -5.0756989533
9100TRURO,TRURO,TRU,Truro Rail Station,"",U,181667,44924,2003-11-04T00:00:00,2007-02-13T17:06:21,3,rev,50.2638281307, -5.0648592797
9100FALMTHD,FALMTHD,FAL,Falmouth Docks Rail Station,"",U,181777,32322,2005-03-17T00:00:00,2006-09-18T18:24:34,1,rev,50.1506931982, -5.0560746226
9100QNTRLDW,QNTRLDW,QUI,Quintrell Downs Rail Station,"",U,184890,60405,2003-11-04T00:00:00,2011-09-30T14:47:28,3,rev,50.404043309, -5.0285359493
9100OBAN,OBAN,OBN,Oban Rail Station,"",U,185795,729888,2003-11-04T00:00:00,2007-02-13T17:06:21,3,rev,56.4124709629, -5.4739093886
9100STRMFRY,STRMFRY,STF,Stromeferry Rail Station,"",U,186467,834667,2005-04-04T00:00:00,2010-02-25T14:55:58,2,rev,57.3522743311, -5.5511508974
9100GLNFNNN,GLNFNNN,GLF,Glenfinnan Rail Station,"",U,189870,780970,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,56.8723822491, -5.449604955
9100MLFDHVN,MLFDHVN,MFH,Milford Haven Rail Station,"",U,190026,206183,2003-11-04T00:00:00,2007-02-13T17:06:21,3,rev,51.7149845991, -5.0410051649
9100STCLMBR,STCLMBR,SCR,St Columb Road Rail Station,"",U,191100,59560,2003-11-04T00:00:00,2011-09-30T14:47:28,2,rev,50.3986945398, -4.9407987491
9100CONNELF,CONNELF,CON,Connel Ferry Rail Station,"",U,191470,734050,2003-11-04T00:00:00,2007-02-13T17:06:21,3,rev,56.45233723, -5.3854201352
9100ATADALE,ATADALE,ATT,Attadale Rail Station,"",U,192456,839125,2003-11-04T00:00:00,2010-02-25T14:55:45,2,rev,57.395013788, -5.4555693529
9100JHNSTND,JHNSTND,JOH,Johnston (Pembrokeshire) Rail Station,"",U,193300,210700,2003-11-04T00:00:00,2007-02-13T17:06:21,4,rev,51.7567579295, -4.9963630908
9100STCN,STCN,STC,Strathcarron Rail Station,"",U,194231,842124,2003-11-04T00:00:00,2010-02-25T14:55:17,2,rev,57.4227106139, -5.4286056714
9100FGDHGWK,FGDHGWK,FGW,Fishguard & Goodwick Rail Station,"",U,194535,238200,2011-12-01T15:47:59,2011-12-01T15:47:59,0,new,52.0041284781, -4.9948666231
9100FGDHBR,FGDHBR,FGH,Fishguard Harbour Rail Station,"",U,195200,239000,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,52.011557061, -4.985670408
9100HAVRFDW,HAVRFDW,HVF,Haverfordwest Rail Station,"",U,196000,215700,2003-11-04T00:00:00,2007-02-13T17:06:21,3,rev,51.8026432765, -4.960235795
9100PEMBRKD,PEMBRKD,PMD,Pembroke Dock Rail Station,"",U,197040,203550,2005-03-17T00:00:00,2007-02-13T17:06:21,4,rev,51.693923213, -4.9380817217
9100RCHE,RCHE,ROC,Roche Rail Station,"",U,199040,61460,2005-04-04T00:00:00,2011-09-30T14:47:28,2,rev,50.4185298804, -4.8302395116
9100PEMBROK,PEMBROK,PMB,Pembroke Rail Station,"",U,199160,201130,2005-04-04T00:00:00,2007-02-13T17:06:21,4,rev,51.6729545258, -4.9060582576
9100LCHESDE,LCHESDE,LCS,Locheilside Rail Station,"",U,199500,778600,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,56.8553882734, -5.2900225827
9100ACHHSHL,ACHHSHL,ACH,Achnashellach Rail Station,"",U,200290,848440,2005-03-18T00:00:00,2006-09-18T18:24:34,1,rev,57.4820517208, -5.3330497284
9100TAYNULT,TAYNULT,TAY,Taynuilt Rail Station,"",U,200340,731220,2003-11-04T00:00:00,2007-02-13T17:06:21,3,rev,56.4307929324, -5.2395897581
9100LAMPHEY,LAMPHEY,LAM,Lamphey Rail Station,"",U,201400,200400,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,51.6671952632, -4.8732909776
9100CLARBRD,CLARBRD,CLR,Clarbeston Road Rail Station,"",U,201500,220940,2005-04-04T00:00:00,2006-09-18T18:24:34,1,rev,51.8516764519, -4.883577935
9100STAUSTL,STAUSTL,SAU,St Austell Rail Station,"",U,201611,52565,2003-11-04T00:00:00,2007-02-13T17:06:21,3,rev,50.3395021406, -4.7894011447
9100BUGLE,BUGLE,BGL,Bugle Rail Station,"",U,201670,59335,2003-11-04T00:00:00,2011-09-30T14:47:28,2,rev,50.4003357574, -4.7921412594
9100LUXULYN,LUXULYN,LUX,Luxulyan Rail Station,"",U,204805,58070,2003-11-04T00:00:00,2011-09-30T14:47:28,2,rev,50.3900215765, -4.7474248225
9100LCEILOB,LCEILOB,LHE,Loch Eil Outward Bound Rail Station,"",U,205500,778300,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,56.8552494299, -5.1915632271
9100STRNRR,STRNRR,STR,Stranraer Rail Station,"",U,206200,561400,2003-11-04T00:00:00,2007-02-13T17:06:21,3,rev,54.9096119416, -5.0247136457
9100MNORBER,MNORBER,MRB,Manorbier Rail Station,"",U,207000,199400,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,51.6601657701, -4.7918631589
9100PARR,PARR,PAR,Par Rail Station,"",U,207700,54100,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,50.3553115511, -4.7047163536
9100FLSCRHN,FLSCRHN,FOC,Falls of Cruachan Rail Station,"",U,207990,726750,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,56.3938689413, -5.1124566704
9100CORPACH,CORPACH,CPA,Corpach Rail Station,"",U,209680,776720,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,56.8428086004, -5.121943037
9100FRTWLM,FRTWLM,FTW,Fort William Rail Station,"",U,210531,774186,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,56.820425796, -5.1061294153
9100LSTWTHL,LSTWTHL,LOS,Lostwithiel Rail Station,"",U,210660,59765,2003-11-04T00:00:00,2011-09-30T14:47:28,4,rev,50.4071639994, -4.6660056695
9100BODMNPW,BODMNPW,BOD,Bodmin Parkway Rail Station,"",U,211030,64058,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,50.4458496871, -4.6629674421
9100BANAVIE,BANAVIE,BNV,Banavie Rail Station,"",U,211300,776700,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,56.8432899877, -5.0954121623
9100PNALLY,PNALLY,PNA,Penally Rail Station,"",U,211820,199080,2005-03-18T00:00:00,2006-09-18T18:24:34,1,rev,51.6589262669, -4.7220868534
9100CLYNDRW,CLYNDRW,CUW,Clunderwen Rail Station,"",U,211900,219300,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,51.8405496199, -4.731870145
9100NRBERTH,NRBERTH,NAR,Narberth Rail Station,"",U,212050,214710,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,51.7993779002, -4.7272043319
9100LOCHAWE,LOCHAWE,LHA,Loch Awe Rail Station,"",U,212380,727460,2005-04-04T00:00:00,2006-09-18T18:24:34,1,rev,56.4020023455, -5.0419541347
9100SDRSFOT,SDRSFOT,SDF,Saundersfoot Rail Station,"",U,212460,206090,2005-04-04T00:00:00,2006-09-18T18:24:34,1,rev,51.7220987761, -4.7166131873
9100KILGETY,KILGETY,KGT,Kilgetty Rail Station,"",U,212600,207200,2003-11-04T00:00:00,2007-02-13T17:06:21,3,rev,51.7321146696, -4.7151861813
9100TENBY,TENBY,TEN,Tenby Rail Station,"",U,212940,200600,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,51.672951966, -4.7067273929
9100DLMALLY,DLMALLY,DAL,Dalmally Rail Station,"",U,215980,727210,2003-11-04T00:00:00,2006-09-18T18:24:34,2,rev,56.40117566, -4.9835317937
9100ACHNSHN,ACHNSHN,ACN,Achnasheen Rail Station,"",U,216403,858519,2003-11-04T00:00:00,2010-02-25T14:54:15,2,rev,57.5792680938, -5.0723280881
9100GIRVAN,GIRVAN,GIR,Girvan Rail Station,"",U,219030,598380,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,55.2463156898, -4.8483590289
9100WEMYSSB,WEMYSSB,WMS,Wemyss Bay Rail Station,"",U,219360,668550,2003-11-04T00:00:00,2007-02-13T17:06:21,3,rev,55.8761375469, -4.8890595221
9100WHLAND,WHLAND,WTL,Whitland Rail Station,"",U,219900,216500,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,51.8180389016, -4.6144179575
9100LARGS,LARGS,LAR,Largs Rail Station,"",U,220344,659215,2003-11-04T00:00:00,2006-09-18T18:24:34,2,rev,55.7927371132, -4.8671774606
9100INVERKP,INVERKP,INP,Inverkip Rail Station,"",U,220530,671840,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,55.906097486, -4.8725658517
9100WKILBRD,WKILBRD,WKB,West Kilbride Rail Station,"",U,220870,648430,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,55.6961504044, -4.8517231169
9100FAIRLIE,FAIRLIE,FRL,Fairlie Rail Station,"",U,221030,654640,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,55.7519366963, -4.8532464966
9100SPEANBD,SPEANBD,SBR,Spean Bridge Rail Station,"",U,222120,781430,2003-11-04T00:00:00,2007-02-13T17:06:21,3,rev,56.889995674, -4.921595255
9100ARDRSHB,ARDRSHB,ADS,Ardrossan Harbour Rail Station,"",U,222540,642090,2005-03-18T00:00:00,2006-09-18T18:24:34,1,rev,55.6398684301, -4.8210878622
9100BRRHL,BRRHL,BRL,Barrhill Rail Station,"",U,222600,581600,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,55.0970097604, -4.7817610115
9100ARDRSTN,ARDRSTN,ADN,Ardrossan Town Rail Station,"",U,223070,642050,2005-03-18T00:00:00,2006-09-18T18:24:34,1,rev,55.6397026924, -4.8126528377
9100IBMM,IBMM,IBM,IBM (Greenock) Rail Station,"",U,223470,674320,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,55.9294397123, -4.8272199389
9100ARDRSSB,ARDRSSB,ASB,Ardrossan South Beach Rail Station,"",U,223799,642211,2003-11-04T00:00:00,2007-10-11T16:51:10,2,rev,55.6414123987, -4.8011892639
9100COOMBE,COOMBE,COE,Coombe Junction Halt (Rail Station),"",U,223885,63619,2005-04-04T00:00:00,2009-07-22T15:04:16,2,rev,50.4459059035, -4.4818867991
9100GRLCHHD,GRLCHHD,GCH,Garelochhead Rail Station,"",U,224250,691050,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,56.0798548957, -4.8256979183
9100GOUROCK,GOUROCK,GRK,Gourock Rail Station,"",U,224280,677950,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,55.962310977, -4.8166374785
9100LISKARD,LISKARD,LSK,Liskeard Rail Station,"",U,224760,63695,2003-11-04T00:00:00,2011-09-30T14:47:28,4,rev,50.4468508005, -4.4696103937
9100HLYH,HLYH,HHD,Holyhead Rail Station,"",U,224800,382200,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,53.3076995179, -4.6310080997
9100CAUSLND,CAUSLND,CAU,Causeland Rail Station,"",U,224830,59110,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,50.4056755023, -4.466483549
9100SLCT,SLCT,SLT,Saltcoats Rail Station,"",U,224830,641330,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,55.6338785668, -4.7842684101
9100SDPLACE,SDPLACE,SDP,Sandplace Rail Station,"",U,224900,57000,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,50.3867379699, -4.4645157634
9100BRNCHTN,BRNCHTN,BCN,Branchton Rail Station,"",U,225000,675500,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,55.9405880748, -4.8035281728
9100STKEYNE,STKEYNE,SKN,St Keyne Wishing Well Halt (Rail Station),"",U,225102,61032,2005-04-04T00:00:00,2009-07-22T15:02:21,2,rev,50.4230258748, -4.4635552009
9100LOOE,LOOE,LOO,Looe Rail Station,"",U,225390,53920,2005-03-18T00:00:00,2006-09-18T18:24:34,1,rev,50.3592096258, -4.4561992266
9100FRTMTLD,FRTMTLD,FTM,Fort Matilda Rail Station,"",U,225600,677530,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,55.9590229231, -4.7952474713
9100ACHANLT,ACHANLT,AAT,Achanalt Rail Station,"",U,226020,861473,2003-11-04T00:00:00,2010-02-25T14:53:53,2,rev,57.6095763828, -4.913846165
9100DRMFCHR,DRMFCHR,DFR,Drumfrochar Rail Station,"",U,226800,675500,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,55.9412399388, -4.7747462431
9100STVNSTN,STVNSTN,STV,Stevenston Rail Station,"",U,226940,641290,2005-04-04T00:00:00,2006-09-18T18:24:34,1,rev,55.6342752646, -4.7507681765
9100ROYBDGE,ROYBDGE,RYB,Roy Bridge Rail Station,"",U,227250,781030,2005-04-04T00:00:00,2006-09-18T18:24:34,1,rev,56.8883464006, -4.837231331
9100GRENCKW,GRENCKW,GKW,Greenock West Rail Station,"",U,227260,676160,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,55.9473282882, -4.767813412
9100GRENCKC,GRENCKC,GKC,Greenock Central Rail Station,"",U,228200,675900,2003-11-04T00:00:00,2007-02-13T17:06:21,3,rev,55.9453319247, -4.7526142906
9100WHINH,WHINH,WNL,Whinhill Rail Station,"",U,228540,675110,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,55.9383637813, -4.7466746978
9100MENHENT,MENHENT,MEN,Menheniot Rail Station,"",U,228970,61260,2005-04-04T00:00:00,2006-09-18T18:24:34,1,rev,50.4262142257, -4.4092572868
9100VALLEY,VALLEY,VAL,Valley Rail Station,"",U,229200,379100,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,53.2813003565, -4.5633754695
9100CRTSDYK,CRTSDYK,CDY,Cartsdyke Rail Station,"",U,229500,675500,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,55.9422051727, -4.7315711125
9100KILWNNG,KILWNNG,KWN,Kilwinning Rail Station,"",U,229600,643600,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,55.6559470119, -4.7099979638
9100HLNSBRC,HLNSBRC,HLC,Helensburgh Central Rail Station,"",U,229700,682400,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,56.0041995399, -4.7327385924
9100DALRY,DALRY,DLY,Dalry Rail Station,"",U,229752,649195,2003-11-04T00:00:00,2007-10-11T16:51:10,2,rev,55.7062150527, -4.7110594286
9100MAYBOLE,MAYBOLE,MAY,Maybole Rail Station,"",U,229860,610030,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,55.3547389681, -4.6852666045
9100HLNSBRU,HLNSBRU,HLU,Helensburgh Upper Rail Station,"",U,229920,683300,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,56.0123545737, -4.7297849071
9100BOORCHY,BOORCHY,BRO,Bridge of Orchy Rail Station,"",U,230100,739400,2003-11-04T00:00:00,2006-09-18T18:24:34,2,rev,56.5158519882, -4.7629778286
9100BOGSTON,BOGSTON,BGS,Bogston Rail Station,"",U,230738,674875,2003-11-04T00:00:00,2007-10-11T16:51:10,2,rev,55.9370336273, -4.7113815133
9100CRGDRN,CRGDRN,CGD,Craigendoran Rail Station,"",U,231000,681300,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,55.9947875724, -4.7112248712
9100ARCHRAT,ARCHRAT,ART,Arrochar & Tarbet Rail Station,"",U,231200,704600,2003-11-04T00:00:00,2006-09-18T18:24:34,2,rev,56.2039604882, -4.7227536136
9100IRVN,IRVN,IRV,Irvine Rail Station,"",U,231600,638500,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,55.610870787, -4.6751248885
9100ARDLUI,ARDLUI,AUI,Ardlui Rail Station,"",U,231700,715500,2003-11-04T00:00:00,2006-09-18T18:24:34,2,rev,56.3019554792, -4.7216411129
9100PTGLSGW,PTGLSGW,PTG,Port Glasgow Rail Station,"",U,232070,674430,2005-03-18T00:00:00,2006-09-18T18:24:34,1,rev,55.9335070293, -4.6898064686
9100GLGN,GLGN,GLG,Glengarnock Rail Station,"",U,232190,652740,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,55.7388819511, -4.6744823788
9100LCHLCHR,LCHLCHR,LCC,Lochluichart Rail Station,"",U,232335,862562,2003-11-04T00:00:00,2010-02-25T14:53:40,2,rev,57.621737692, -4.8090441141
9100TROON,TROON,TRN,Troon Rail Station,"",U,232560,630880,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,55.5428092479, -4.6552789194
9100TYNDRML,TYNDRML,TYL,Tyndrum Lower Rail Station,"",U,232700,730100,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,56.4333287654, -4.7148053177
9100RHOSNGR,RHOSNGR,RHO,Rhosneigr Rail Station,"",U,232800,373800,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,53.234853792, -4.5066484672
9100BARASIE,BARASIE,BSS,Barassie Rail Station,"",U,232900,632900,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,55.5610564283, -4.6511181093
9100TYNDRMU,TYNDRMU,UTY,Upper Tyndrum Rail Station,"",U,233390,730220,2005-03-18T00:00:00,2006-09-18T18:24:34,1,rev,56.4346498324, -4.7037058912
9100AYRR,AYRR,AYR,Ayr Rail Station,"",U,234060,621390,2003-11-04T00:00:00,2010-01-12T17:14:40,3,rev,55.4581420821, -4.6258547017
9100NWTOA,NWTOA,NOA,Newton-on-Ayr Rail Station,"",U,234130,623160,2005-03-17T00:00:00,2006-09-18T18:24:34,1,rev,55.4740529017, -4.6258056575
9100WHHL,WHHL,WDL,Woodhall Rail Station,"",U,234210,674090,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,55.9311983025, -4.6553823064
9100CDRS,CDRS,CDR,Cardross Rail Station,"",U,234480,677330,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,55.9603705466, -4.6530550015
9100TYCROES,TYCROES,TYC,Ty Croes Rail Station,"",U,234882,372360,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,53.2225738882, -4.4747394282
9100PWCK,PWCK,PTW,Prestwick Rail Station,"",U,234920,626210,2005-04-04T00:00:00,2006-09-18T18:24:34,1,rev,55.5016967612, -4.6151361015
9100PWCKAPT,PWCKAPT,PRA,Prestwick Intl Airport Rail Station,"",U,235013,627024,2004-08-26T00:00:00,2006-09-18T18:24:34,1,rev,55.5090345152, -4.6141499438
9100TULLOCH,TULLOCH,TUL,Tulloch Rail Station,"",U,235510,780240,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,56.8842613618, -4.7013115681
9100CORROUR,CORROUR,CRR,Corrour Rail Station,"",U,235620,766410,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,56.7601959475, -4.6905898827
9100STGRMNS,STGRMNS,SGM,St Germans Rail Station,"",U,236020,57480,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,50.3942591741, -4.3084363092
9100LCHWNCH,LCHWNCH,LHW,Lochwinnoch Rail Station,"",U,236060,657970,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,55.7871497964, -4.6160573245
9100FYSD,FYSD,FYS,Ferryside Rail Station,"",U,236600,210400,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,51.7683736213, -4.3694828095
9100PWLHELI,PWLHELI,PWL,Pwllheli Rail Station,"",U,237500,335000,2003-11-04T00:00:00,2007-02-13T17:06:21,4,rev,52.8878498612, -4.4167062643
9100CRNLRCH,CRNLRCH,CNR,Crianlarich Rail Station,"",U,238460,725100,2003-11-04T00:00:00,2006-09-18T18:24:34,2,rev,56.3904637247, -4.6184189492
9100LGBK,LGBK,LGB,Langbank Rail Station,"",U,238562,673180,2005-03-18T00:00:00,2006-09-18T18:24:34,1,rev,55.9245116809, -4.5852569156
9100BODORGN,BODORGN,BOR,Bodorgan Rail Station,"",U,238600,370200,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,53.2043181126, -4.4180098996
9100RENTON,RENTON,RTN,Renton Rail Station,"",U,238700,678290,2005-03-18T00:00:00,2006-09-18T18:24:34,1,rev,55.9704230841, -4.5861084015
9100BALLOCH,BALLOCH,BHC,Balloch Rail Station,"",U,239000,681900,2003-11-04T00:00:00,2006-09-18T18:24:34,2,rev,56.0029254961, -4.5834681974
9100DLREOCH,DLREOCH,DLR,Dalreoch Rail Station,"",U,239120,675710,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,55.9474070119, -4.5778455124
9100ALXANDR,ALXANDR,ALX,Alexandria Rail Station,"",U,239300,679900,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,55.9850750252, -4.5774669847
9100HOWOOD,HOWOOD,HOZ,Howwood (Renfrewshire) Rail Station,"",U,239480,660450,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,55.8105581084, -4.5630406539
9100GARVE,GARVE,GVE,Garve Rail Station,"",U,239500,861300,2003-11-04T00:00:00,2007-02-13T17:06:21,2,rev,57.6130218771, -4.6883911143
9100DMBRTNC,DMBRTNC,DBC,Dumbarton Central Rail Station,"",U,239800,675600,2003-11-04T00:00:00,2006-09-18T18:24:34,2,rev,55.9466469118, -4.5669032007
9100KIDWELY,KIDWELY,KWL,Kidwelly Rail Station,"",U,240100,206500,2003-11-04T00:00:00,2007-02-13T17:06:21,3,rev,51.7343478013, -4.3170097512
9100ABRE,ABRE,ABH,Abererch Rail Station,"",U,240400,336100,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,52.8985982311, -4.3741839689
9100DMBRTNE,DMBRTNE,DBE,Dumbarton East Rail Station,"",U,240580,675080,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,55.9422389396, -4.5541195047
9100KLMAURS,KLMAURS,KLM,Kilmaurs Rail Station,"",U,240816,641088,2003-11-04T00:00:00,2007-10-11T16:51:10,2,rev,55.6372048041, -4.530470324
9100DNLP,DNLP,DNL,Dunlop Rail Station,"",U,241000,649400,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,55.7118747945, -4.5323721773
9100CMTHN,CMTHN,CMN,Carmarthen Rail Station,"",U,241280,219710,2003-11-04T00:00:00,2006-09-18T18:24:34,2,rev,51.8533597764, -4.3059837569
9100MILKNPK,MILKNPK,MIN,Milliken Park Rail Station,"",U,241400,662000,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,55.8251055368, -4.5333409179
9100STEWRTN,STEWRTN,STT,Stewarton Rail Station,"",U,241780,646060,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,55.6821494442, -4.5180405975
9100RANNOCH,RANNOCH,RAN,Rannoch Rail Station,"",U,242260,757890,2005-03-18T00:00:00,2006-09-18T18:24:34,1,rev,56.6860287779, -4.5768596363
9100KILMRNK,KILMRNK,KMK,Kilmarnock Rail Station,"",U,242717,638224,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,55.6121152355, -4.4986646202
9100GUNISLK,GUNISLK,GSL,Gunnislake Rail Station,"",U,242750,70830,2003-11-04T00:00:00,2011-09-30T14:47:28,2,rev,50.5160691161, -4.2194356583
9100PENYCHN,PENYCHN,BPC,Penychain Rail Station,"",U,242800,336500,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,52.9028982685, -4.3387298378
9100SASH,SASH,STS,Saltash Rail Station,"",U,243120,58720,2003-11-04T00:00:00,2007-02-13T17:06:21,3,rev,50.407341292, -4.2091429608
9100JOHNSTN,JOHNSTN,JHN,Johnstone Rail Station,"",U,243300,663000,2003-11-04T00:00:00,2006-09-18T18:24:34,1,rev,55.8347024844, -4.5036207425
9100CALSTCK,CALSTCK,CSK,Calstock Rail Station,"",U,243428,68775,2003-11-04T00:00:00,2011-09-30T14:47:28,2,rev,50.497783854, -4.2090174117
